OID,FID_,X,Y,BCE_Patter
261,261,1218509.554668479,4794327.711112693,-9999.0
262,262,1218613.66901275,4794340.511061464,-9999.0
263,263,1219747.90095206,4794412.396279109,-9999.0
264,264,1217969.619613455,4794282.915208976,-9999.0
265,265,1219272.978785067,4794366.489610136,-9999.0
266,266,1220742.545792001,4794460.387395637,-9999.0
267,267,1220942.701903758,4794472.835227645,-9999.0
268,268,1217737.66154683,4794258.026536277,-9999.0
269,269,1219051.766505479,4794332.520411075,-9999.0
270,270,1219356.47277746,4794358.740995902,-9999.0
271,271,1218207.041535339,4794278.284284661,-9999.0
272,272,1218279.649345981,4794287.408474158,-9999.0
273,273,1219073.716025985,4794313.679249018,-9999.0
274,274,1220918.347968664,4794421.815886914,-9999.0
275,275,1221078.903472951,4794428.992814623,-9999.0
276,276,1218021.469034943,4794226.314265,-9999.0
277,277,1220950.483408844,4794413.995264366,-9999.0
278,278,1217760.73927398,4794224.212564208,-9999.0
279,279,1218085.932985808,4794220.828780519,-9999.0
280,280,1218233.861101825,4794234.907913318,-9999.0
281,281,1217746.116339476,4794187.958818262,-9999.0
282,282,1218878.468022529,4794251.828413229,-9999.0
283,283,1219316.340095436,4794279.072822508,-9999.0
284,284,1219343.578993912,4794280.609772142,-9999.0
285,285,1218157.426242328,4794194.939987898,-9999.0
286,286,1221170.214888945,4794386.642158789,-9999.0
287,287,1219430.061352452,4794266.957257998,-9999.0
288,288,1221164.562539179,4794376.554428077,-9999.0
289,289,1221177.833769492,4794375.596719054,-9999.0
290,290,1219378.993802069,4794284.87914626,-9999.0
291,291,1221012.357228768,4794347.630043293,-9999.0
292,292,1219401.299370958,4794239.404275359,-9999.0
293,293,1220597.978098904,4794620.892172608,-9999.0
294,294,1218003.603730202,4794135.568758107,-9999.0
295,295,1218179.652646334,4794163.668082659,-9999.0
296,296,1218357.666853736,4794459.952528112,-9999.0
297,297,1218164.681856256,4794135.279531468,-9999.0
298,298,1218089.75123291,4794125.469506374,-9999.0
299,299,1221332.67547587,4794327.314922334,-9999.0
300,300,1217708.108262145,4794076.158985763,-9999.0
