OID,FID_,X,Y,BCE_Rangau
353,353,1629415.87515453,6127394.912358939,0.977225315
354,354,1622390.485726905,6127404.803733934,0.860844451
355,355,1629366.760662785,6127385.000931969,0.433374996
356,356,1624021.807925412,6127390.689214076,0.723275018
357,357,1623819.33877252,6127393.695284402,1.157770918
358,358,1624034.676885413,6127377.365652407,0.759029574
359,359,1624062.717663158,6127360.695105886,0.718535086
360,360,1623768.334864604,6127368.62862091,1.470106943
361,361,1625948.783777737,6127437.771657697,-0.11635821
362,362,1621090.671390949,6130766.778854431,0.605439482
363,363,1625325.830588585,6128318.659426573,0.667803275
364,364,1624608.295128062,6127477.754025881,0.020132781
365,365,1624251.505019919,6127234.841369361,-0.107829672
366,366,1624271.387625451,6127220.672863408,-0.032664453
367,367,1624283.657446976,6127210.678110759,-0.758405983
368,368,1624295.927241654,6127200.683336694,-0.758405983
369,369,1624333.282351715,6127150.773306961,-0.758405983
370,370,1624168.53664042,6127101.376149775,0.928891567
371,371,1624188.841650566,6127091.251152822,0.835490443
372,372,1627412.156477274,6127093.061322973,0.914954447
373,373,1627209.628219761,6127052.934292698,0.9517085
374,374,1627343.154037925,6127052.583154597,0.823829777
375,375,1627230.206720073,6127042.959143066,1.352174986
376,376,1627431.043709164,6127042.356992959,0.880650009
377,377,1627414.618891828,6127032.444288169,0.860295982
378,378,1627394.095406072,6127022.5438814,0.853987488
379,379,1624242.179516647,6127026.490038116,0.903710523
380,380,1627373.571964693,6127012.643426706,0.878047621
381,381,1627334.206517051,6127006.784287303,1.223694514
382,382,1627348.919983325,6126992.793201419,0.902775002
383,383,1622532.52232856,6127016.671870222,1.337137129
384,384,1624258.468266725,6126986.598379764,0.99465556
385,385,1627192.652708054,6126987.376608947,0.922769377
386,386,1627172.557460861,6126953.472191439,0.869451227
387,387,1627197.149502125,6126953.398851265,0.885437494
388,388,1627242.914237945,6126965.902125114,1.625320622
389,389,1627107.03034005,6126948.828422199,0.801526512
390,390,1627217.52245667,6126943.078045259,0.92258737
391,391,1627258.402526664,6126933.495968608,1.190017571
392,392,1627274.767377462,6126923.484905765,1.077964304
393,393,1624282.821505351,6126896.874805815,1.062100016
394,394,1624290.952417032,6126871.947919698,1.286987494
395,395,1627217.226423551,6126813.869371309,1.154391975
396,396,1627241.788315388,6126803.833884209,1.17445342
397,397,1627422.037092114,6126773.407054132,1.238849986
398,398,1622954.573719136,6126785.752651925,0.060913999
